--------------------------------------------------------------------------------
|Rank|    Word    |Actual Freq | Zipf Frac  | Zipf Freq  |Actual Diff |Pct Diff|
| 387|sentyabr    |         631|       1/387|       99.17|      531.83| 636.31%|
| 388|xo`jaligi   |         623|       1/388|       98.91|      524.09| 629.87%|
| 389|yaxshi      |         621|       1/389|       98.66|      522.34| 629.46%|
| 390|nazorat     |         621|       1/390|       98.40|      522.60| 631.08%|
| 391|maktab      |         620|       1/391|       98.15|      521.85| 631.68%|
| 392|faqat       |         618|       1/392|       97.90|      520.10| 631.25%|
| 393|turizm      |         617|       1/393|       97.65|      519.35| 631.84%|
| 394|qolgan      |         617|       1/394|       97.40|      519.60| 633.45%|
| 395|avval       |         616|       1/395|       97.16|      518.84| 634.03%|
| 396|sport       |         616|       1/396|       96.91|      519.09| 635.63%|
| 397|hokimligi   |         616|       1/397|       96.67|      519.33| 637.24%|
| 398|turkiya     |         615|       1/398|       96.42|      518.58| 637.80%|
| 399|tomonlama   |         614|       1/399|       96.18|      517.82| 638.37%|
| 400|xabarda     |         613|       1/400|       95.94|      517.06| 638.92%|
| 401|qo`llabquvvatlash|         612|       1/401|       95.70|      516.30| 639.48%|
| 402|shahridagi  |         612|       1/402|       95.47|      516.53| 641.07%|
| 403|tashrif     |         611|       1/403|       95.23|      515.77| 641.62%|
| 404|tezkor      |         611|       1/404|       94.99|      516.01| 643.21%|
| 405|haydovchi   |         610|       1/405|       94.76|      515.24| 643.74%|
| 406|o`rganish   |         607|       1/406|       94.52|      512.48| 642.16%|
| 407|hech        |         607|       1/407|       94.29|      512.71| 643.74%|
| 408|zarur       |         606|       1/408|       94.06|      511.94| 644.26%|
| 409|yili        |         605|       1/409|       93.83|      511.17| 644.77%|
| 410|ishlash     |         602|       1/410|       93.60|      508.40| 643.15%|
| 411|eslatib     |         601|       1/411|       93.37|      507.63| 643.64%|
| 412|foydalanish |         601|       1/412|       93.15|      507.85| 645.21%|
| 413|javob       |         601|       1/413|       92.92|      508.08| 646.78%|
| 414|foiz        |         600|       1/414|       92.70|      507.30| 647.26%|
| 415|oqibatida   |         599|       1/415|       92.47|      506.53| 647.74%|
| 416|to`g`ri     |         597|       1/416|       92.25|      504.75| 647.14%|
| 417|keyin       |         597|       1/417|       92.03|      504.97| 648.69%|
| 418|bartaraf    |         596|       1/418|       91.81|      504.19| 649.16%|
| 419|erda        |         592|       1/419|       91.59|      500.41| 646.35%|
| 420|o`zbekistonning|         591|       1/420|       91.37|      499.63| 646.79%|
| 421|tartibda    |         591|       1/421|       91.16|      499.84| 648.33%|
| 422|sohasida    |         590|       1/422|       90.94|      499.06| 648.77%|
| 423|yo`li       |         589|       1/423|       90.73|      498.27| 649.21%|
| 424|huquqiy     |         587|       1/424|       90.51|      496.49| 648.53%|
| 425|yong`in     |         586|       1/425|       90.30|      495.70| 648.96%|
| 426|bojxona     |         584|       1/426|       90.09|      493.91| 648.26%|
| 427|o`rtasidagi |         584|       1/427|       89.88|      494.12| 649.79%|
| 428|vaksina     |         583|       1/428|       89.67|      493.33| 650.19%|
| 429|fevral      |         578|       1/429|       89.46|      488.54| 646.12%|
| 430|hududlarida |         577|       1/430|       89.25|      487.75| 646.51%|
| 431|vazirlar    |         577|       1/431|       89.04|      487.96| 648.01%|
| 432|hozirgi     |         576|       1/432|       88.84|      487.16| 648.39%|
| 433|respublikasining|         574|       1/433|       88.63|      485.37| 647.63%|
| 434|og`ir       |         573|       1/434|       88.43|      484.57| 648.00%|
| 435|soliq       |         570|       1/435|       88.22|      481.78| 646.09%|
| 436|dastlabki   |         570|       1/436|       88.02|      481.98| 647.58%|
| 437|tumanidagi  |         569|       1/437|       87.82|      481.18| 647.92%|
| 438|osiyo       |         568|       1/438|       87.62|      480.38| 648.26%|
| 439|beriladi    |         567|       1/439|       87.42|      479.58| 648.60%|
| 440|taklif      |         567|       1/440|       87.22|      479.78| 650.08%|
| 441|hokimi      |         566|       1/441|       87.02|      478.98| 650.41%|
| 442|qisqa       |         565|       1/442|       86.83|      478.17| 650.73%|
| 443|ochiq       |         564|       1/443|       86.63|      477.37| 651.05%|
| 444|oktyabr     |         563|       1/444|       86.43|      476.57| 651.36%|
| 445|samarali    |         562|       1/445|       86.24|      475.76| 651.67%|
| 446|mingdan     |         561|       1/446|       86.05|      474.95| 651.97%|
| 447|quyidagi    |         561|       1/447|       85.85|      475.15| 653.43%|
| 448|mahalla     |         560|       1/448|       85.66|      474.34| 653.72%|
| 449|harakati    |         558|       1/449|       85.47|      472.53| 652.84%|
| 450|o`tamiz     |         558|       1/450|       85.28|      472.72| 654.30%|
| 451|voqea       |         555|       1/451|       85.09|      469.91| 652.23%|
| 452|tog`li      |         553|       1/452|       84.90|      468.10| 651.32%|
| 453|milliard    |         552|       1/453|       84.72|      467.28| 651.58%|
| 454|yaratish    |         552|       1/454|       84.53|      467.47| 653.02%|
| 455|larda       |         549|       1/455|       84.35|      464.65| 650.90%|
| 456|direktori   |         548|       1/456|       84.16|      463.84| 651.14%|
| 457|harorati    |         548|       1/457|       83.98|      464.02| 652.57%|
| 458|loyiha      |         547|       1/458|       83.79|      463.21| 652.80%|
| 459|ijro        |         547|       1/459|       83.61|      463.39| 654.23%|
| 460|hisoblanadi |         546|       1/460|       83.43|      462.57| 654.45%|
| 461|o`zi        |         546|       1/461|       83.25|      462.75| 655.88%|
| 462|prokuratura |         544|       1/462|       83.07|      460.93| 654.89%|
| 463|ularga      |         542|       1/463|       82.89|      459.11| 653.90%|
| 464|yildan      |         542|       1/464|       82.71|      459.29| 655.31%|
| 465|o`tkazildi  |         542|       1/465|       82.53|      459.47| 656.72%|
| 466|davlatimiz  |         541|       1/466|       82.35|      458.65| 656.92%|
| 467|ammo        |         540|       1/467|       82.18|      457.82| 657.11%|
| 468|rejalashtirilgan|         540|       1/468|       82.00|      458.00| 658.52%|
| 469|oldi        |         539|       1/469|       81.83|      457.17| 658.70%|
| 470|bemor       |         535|       1/470|       81.65|      453.35| 655.21%|
| 471|kirib       |         534|       1/471|       81.48|      452.52| 655.38%|
| 472|tabiiy      |         534|       1/472|       81.31|      452.69| 656.77%|
| 473|beradi      |         532|       1/473|       81.14|      450.86| 655.69%|
| 474|chet        |         531|       1/474|       80.96|      450.04| 655.85%|
| 475|ichida      |         530|       1/475|       80.79|      449.21| 655.99%|
| 476|lekin       |         527|       1/476|       80.62|      446.38| 653.65%|
| 477|kurashish   |         526|       1/477|       80.45|      445.55| 653.78%|
| 478|shaxslar    |         525|       1/478|       80.29|      444.71| 653.91%|
| 479|deydi       |         525|       1/479|       80.12|      444.88| 655.28%|
| 480|bank        |         525|       1/480|       79.95|      445.05| 656.64%|
| 481|viloyatlari |         524|       1/481|       79.79|      444.21| 656.76%|
| 482|mamlakatimizda|         524|       1/482|       79.62|      444.38| 658.12%|
| 483|doimiy      |         524|       1/483|       79.46|      444.54| 659.49%|
| 484|men         |         524|       1/484|       79.29|      444.71| 660.85%|
| 485|respublikaning|         523|       1/485|       79.13|      443.87| 660.96%|
| 486|kengashi    |         521|       1/486|       78.97|      442.03| 659.79%|
| 487|uch         |         520|       1/487|       78.80|      441.20| 659.87%|
| 488|huquqlari   |         518|       1/488|       78.64|      439.36| 658.69%|
| 489|viloyatlarida|         512|       1/489|       78.48|      433.52| 652.39%|
| 490|hamkorlikni |         510|       1/490|       78.32|      431.68| 651.17%|
| 491|sanoat      |         509|       1/491|       78.16|      430.84| 651.22%|
| 492|a           |         508|       1/492|       78.00|      430.00| 651.27%|
| 493|tadbirkorlik|         506|       1/493|       77.84|      428.16| 650.02%|
| 494|shaxs       |         505|       1/494|       77.69|      427.31| 650.05%|
| 495|vazirlik    |         503|       1/495|       77.53|      425.47| 648.79%|
| 496|qilishicha  |         503|       1/496|       77.37|      425.63| 650.10%|
| 497|qilmoqda    |         503|       1/497|       77.22|      425.78| 651.41%|
| 498|nafarni     |         502|       1/498|       77.06|      424.94| 651.42%|
| 499|bildirdi    |         501|       1/499|       76.91|      424.09| 651.43%|
| 500|oy          |         500|       1/500|       76.75|      423.25| 651.43%|
| 501|sovuq       |         500|       1/501|       76.60|      423.40| 652.73%|
| 502|pul         |         500|       1/502|       76.45|      423.55| 654.04%|
| 503|tez         |         499|       1/503|       76.30|      422.70| 654.03%|
| 504|adliya      |         499|       1/504|       76.14|      422.86| 655.33%|
| 505|rahbarlari  |         499|       1/505|       75.99|      423.01| 656.63%|
| 506|kiritilgan  |         496|       1/506|       75.84|      420.16| 653.98%|
| 507|yuzaga      |         495|       1/507|       75.69|      419.31| 653.95%|
| 508|buning      |         492|       1/508|       75.55|      416.45| 651.27%|
| 509|ilgari      |         490|       1/509|       75.40|      414.60| 649.89%|
| 510|tizimini    |         490|       1/510|       75.25|      414.75| 651.17%|
| 511|turgan      |         489|       1/511|       75.10|      413.90| 651.12%|
| 512|favqulodda  |         487|       1/512|       74.96|      412.04| 649.72%|
| 513|ilmiy       |         483|       1/513|       74.81|      408.19| 645.64%|
| 514|munosabati  |         483|       1/514|       74.66|      408.34| 646.90%|
| 515|ta`limi     |         481|       1/515|       74.52|      406.48| 645.48%|
| 516|tonna       |         481|       1/516|       74.37|      406.63| 646.73%|
| 517|degan       |         480|       1/517|       74.23|      405.77| 646.64%|
| 518|amaliy      |         480|       1/518|       74.09|      405.91| 647.89%|
| 519|orasida     |         480|       1/519|       73.94|      406.06| 649.14%|
| 520|natijada    |         478|       1/520|       73.80|      404.20| 647.68%|
| 521|iiv         |         477|       1/521|       73.66|      403.34| 647.57%|
| 522|holatiga    |         477|       1/522|       73.52|      403.48| 648.81%|
| 523|kelayotgan  |         477|       1/523|       73.38|      403.62| 650.05%|
| 524|oshiriladi  |         476|       1/524|       73.24|      402.76| 649.93%|
| 525|qaratilgan  |         476|       1/525|       73.10|      402.90| 651.17%|
| 526|iborat      |         476|       1/526|       72.96|      403.04| 652.41%|
| 527|tadbir      |         476|       1/527|       72.82|      403.18| 653.65%|
| 528|mchj        |         473|       1/528|       72.68|      400.32| 650.76%|
| 529|hujjatlar   |         470|       1/529|       72.55|      397.45| 647.86%|
| 530|tufayli     |         469|       1/530|       72.41|      396.59| 647.71%|
| 531|test        |         469|       1/531|       72.27|      396.73| 648.93%|
| 532|tayyorlash  |         468|       1/532|       72.14|      395.86| 648.76%|
| 533|borasida    |         466|       1/533|       72.00|      394.00| 647.21%|
| 534|hodisa      |         465|       1/534|       71.87|      393.13| 647.03%|
| 535|dona        |         464|       1/535|       71.73|      392.27| 646.85%|
| 536|uy          |         464|       1/536|       71.60|      392.40| 648.05%|
| 537|faol        |         462|       1/537|       71.47|      390.53| 646.47%|
| 538|vaqtda      |         462|       1/538|       71.33|      390.67| 647.67%|
| 539|madaniyat   |         462|       1/539|       71.20|      390.80| 648.87%|
| 540|necha       |         461|       1/540|       71.07|      389.93| 648.67%|
| 541|lozim       |         459|       1/541|       70.94|      388.06| 647.05%|
| 542|ro`yxatdan  |         459|       1/542|       70.81|      388.19| 648.25%|
| 543|xizmatlari  |         458|       1/543|       70.68|      387.32| 648.03%|
| 544|mintaqaviy  |         458|       1/544|       70.55|      387.45| 649.22%|
| 545|majlis      |         457|       1/545|       70.42|      386.58| 649.00%|
| 546|tashkiloti  |         457|       1/546|       70.29|      386.71| 650.19%|
| 547|doir        |         457|       1/547|       70.16|      386.84| 651.38%|
| 548|bekor       |         457|       1/548|       70.03|      386.97| 652.57%|
| 549|etkazib     |         457|       1/549|       69.90|      387.10| 653.76%|
| 550|video       |         456|       1/550|       69.78|      386.22| 653.52%|
| 551|obhavo      |         456|       1/551|       69.65|      386.35| 654.70%|
| 552|ishchi      |         453|       1/552|       69.52|      383.48| 651.58%|
| 553|jamoatchilik|         452|       1/553|       69.40|      382.60| 651.32%|
| 554|hududiy     |         452|       1/554|       69.27|      382.73| 652.49%|
| 555|qo`shma     |         451|       1/555|       69.15|      381.85| 652.23%|
| 556|yashash     |         451|       1/556|       69.02|      381.98| 653.40%|
| 557|mas`ul      |         451|       1/557|       68.90|      382.10| 654.58%|
| 558|hududlarda  |         449|       1/558|       68.78|      380.22| 652.84%|
| 559|haqidagi    |         449|       1/559|       68.65|      380.35| 654.01%|
| 560|tutilgan    |         446|       1/560|       68.53|      377.47| 650.81%|
| 561|rioya       |         446|       1/561|       68.41|      377.59| 651.97%|
| 562|tartibi     |         445|       1/562|       68.29|      376.71| 651.67%|
| 563|xodimi      |         445|       1/563|       68.17|      376.83| 652.83%|
| 564|dasturi     |         444|       1/564|       68.04|      375.96| 652.52%|
| 565|covid       |         442|       1/565|       67.92|      374.08| 650.73%|
| 566|yosh        |         442|       1/566|       67.80|      374.20| 651.88%|
| 567|olindi      |         441|       1/567|       67.68|      373.32| 651.55%|
| 568|o`zining    |         441|       1/568|       67.57|      373.43| 652.70%|
| 569|qo`yilgan   |         439|       1/569|       67.45|      371.55| 650.89%|
| 570|o`rtacha    |         438|       1/570|       67.33|      370.67| 650.55%|
| 571|chiqildi    |         438|       1/571|       67.21|      370.79| 651.69%|
| 572|harakat     |         437|       1/572|       67.09|      369.91| 651.34%|
| 573|aks         |         437|       1/573|       66.98|      370.02| 652.48%|
| 574|ko`rsatilgan|         435|       1/574|       66.86|      368.14| 650.62%|
| 575|ayollar     |         435|       1/575|       66.74|      368.26| 651.76%|
| 576|so`mni      |         434|       1/576|       66.63|      367.37| 651.39%|
| 577|tushishi    |         432|       1/577|       66.51|      365.49| 649.51%|
| 578|siyosiy     |         431|       1/578|       66.40|      364.60| 649.13%|
| 579|aniqlandi   |         431|       1/579|       66.28|      364.72| 650.26%|
| 580|qiluvchi    |         431|       1/580|       66.17|      364.83| 651.38%|
| 581|kiritish    |         430|       1/581|       66.05|      363.95| 650.99%|
| 582|yagona      |         429|       1/582|       65.94|      363.06| 650.59%|
| 583|jarayonida  |         429|       1/583|       65.83|      363.17| 651.71%|
| 584|o`zbekistonga|         429|       1/584|       65.71|      363.29| 652.83%|
| 585|hamkorlikda |         427|       1/585|       65.60|      361.40| 650.90%|
| 586|qonuniy     |         427|       1/586|       65.49|      361.51| 652.01%|
| 587|dunyo       |         427|       1/587|       65.38|      361.62| 653.12%|
| 588|ziyod       |         426|       1/588|       65.27|      360.73| 652.70%|
| 589|guruh       |         426|       1/589|       65.16|      360.84| 653.81%|
| 590|ulardan     |         426|       1/590|       65.05|      360.95| 654.92%|
| 591|a`zolari    |         424|       1/591|       64.94|      359.06| 652.95%|
| 592|ta`kidladi  |         424|       1/592|       64.83|      359.17| 654.06%|
| 593|tushgan     |         423|       1/593|       64.72|      358.28| 653.62%|
| 594|loyihasi    |         423|       1/594|       64.61|      358.39| 654.72%|
| 595|hukumat     |         422|       1/595|       64.50|      357.50| 654.27%|
| 596|oila        |         422|       1/596|       64.39|      357.61| 655.37%|
| 597|tarzda      |         421|       1/597|       64.28|      356.72| 654.92%|
| 598|majlisi     |         421|       1/598|       64.18|      356.82| 656.01%|
| 599|foizga      |         420|       1/599|       64.07|      355.93| 655.55%|
| 600|nazarda     |         419|       1/600|       63.96|      355.04| 655.08%|
| 601|biroq       |         418|       1/601|       63.86|      354.14| 654.61%|
| 602|buyuk       |         418|       1/602|       63.75|      354.25| 655.69%|
| 603|muddatli    |         418|       1/603|       63.64|      354.36| 656.78%|
| 604|yuridik     |         417|       1/604|       63.54|      353.46| 656.30%|
| 605|aniq        |         417|       1/605|       63.43|      353.57| 657.39%|
| 606|yirik       |         417|       1/606|       63.33|      353.67| 658.47%|
| 607|surishtiruv |         416|       1/607|       63.22|      352.78| 657.98%|
| 608|kam         |         415|       1/608|       63.12|      351.88| 657.48%|
| 609|bunda       |         415|       1/609|       63.02|      351.98| 658.56%|
| 610|o`rinda     |         415|       1/610|       62.91|      352.09| 659.64%|
| 611|infeksiyasi |         415|       1/611|       62.81|      352.19| 660.72%|
| 612|qor         |         414|       1/612|       62.71|      351.29| 660.21%|
| 613|tasi        |         413|       1/613|       62.61|      350.39| 659.69%|
| 614|fuqarolik   |         412|       1/614|       62.50|      349.50| 659.17%|
| 615|ishlarini   |         412|       1/615|       62.40|      349.60| 660.24%|
| 616|butun       |         412|       1/616|       62.30|      349.70| 661.31%|
| 617|choratadbirlar|         411|       1/617|       62.20|      348.80| 660.78%|
| 618|munosabat   |         410|       1/618|       62.10|      347.90| 660.24%|
| 619|ko`plab     |         410|       1/619|       62.00|      348.00| 661.31%|
| 620|qavatli     |         408|       1/620|       61.90|      346.10| 659.14%|
| 621|universiteti|         408|       1/621|       61.80|      346.20| 660.21%|
| 622|xavfsizlik  |         408|       1/622|       61.70|      346.30| 661.27%|
| 623|jarohati    |         408|       1/623|       61.60|      346.40| 662.33%|
| 624|foizi       |         407|       1/624|       61.50|      345.50| 661.77%|
| 625|ostida      |         407|       1/625|       61.40|      345.60| 662.83%|
| 626|fuqarolarning|         406|       1/626|       61.31|      344.69| 662.26%|
| 627|takomillashtirish|         406|       1/627|       61.21|      344.79| 663.32%|
| 628|agar        |         405|       1/628|       61.11|      343.89| 662.74%|
| 629|chiqqan     |         405|       1/629|       61.01|      343.99| 663.80%|
| 630|keyingi     |         405|       1/630|       60.92|      344.08| 664.85%|
| 631|o`zbekneftgaz|         405|       1/631|       60.82|      344.18| 665.91%|
| 632|qilishga    |         404|       1/632|       60.72|      343.28| 665.32%|
| 633|qo`lga      |         404|       1/633|       60.63|      343.37| 666.37%|
| 634|son         |         403|       1/634|       60.53|      342.47| 665.77%|
| 635|kompaniyasi |         403|       1/635|       60.44|      342.56| 666.82%|
| 636|ta`minoti   |         403|       1/636|       60.34|      342.66| 667.87%|
| 637|ko`chasi    |         402|       1/637|       60.25|      341.75| 667.26%|
| 638|muhofaza    |         402|       1/638|       60.15|      341.85| 668.31%|
| 639|statistika  |         401|       1/639|       60.06|      340.94| 667.69%|
| 640|dunyoda     |         401|       1/640|       59.96|      341.04| 668.73%|
| 641|ko`chasida  |         400|       1/641|       59.87|      340.13| 668.11%|
| 642|sotib       |         399|       1/642|       59.78|      339.22| 667.48%|
| 643|tashkilotlar|         399|       1/643|       59.68|      339.32| 668.52%|
| 644|majburiy    |         398|       1/644|       59.59|      338.41| 667.88%|
| 645|birgalikda  |         398|       1/645|       59.50|      338.50| 668.92%|
| 646|uchrashuv   |         397|       1/646|       59.41|      337.59| 668.27%|
| 647|onlayn      |         396|       1/647|       59.32|      336.68| 667.62%|
| 648|ko`rish     |         396|       1/648|       59.22|      336.78| 668.65%|
| 649|iibb        |         396|       1/649|       59.13|      336.87| 669.68%|
| 650|qonunchilik |         395|       1/650|       59.04|      335.96| 669.02%|
| 651|yog`ishi    |         395|       1/651|       58.95|      336.05| 670.05%|
| 652|dollar      |         393|       1/652|       58.86|      334.14| 667.68%|
| 653|yuk         |         393|       1/653|       58.77|      334.23| 668.71%|
| 654|muloqot     |         393|       1/654|       58.68|      334.32| 669.73%|
| 655|eksport     |         391|       1/655|       58.59|      332.41| 667.34%|
| 656|sohasidagi  |         390|       1/656|       58.50|      331.50| 666.65%|
| 657|xavfsizligi |         389|       1/657|       58.41|      330.59| 665.95%|
| 658|vaqt        |         389|       1/658|       58.32|      330.68| 666.97%|
| 659|vaqtincha   |         389|       1/659|       58.24|      330.76| 667.98%|
| 660|oldin       |         388|       1/660|       58.15|      329.85| 667.27%|
| 661|teng        |         388|       1/661|       58.06|      329.94| 668.29%|
| 662|kirish      |         387|       1/662|       57.97|      329.03| 667.57%|
| 663|yillik      |         386|       1/663|       57.88|      328.12| 666.85%|
| 664|janubiy     |         386|       1/664|       57.80|      328.20| 667.86%|
| 665|kursi       |         386|       1/665|       57.71|      328.29| 668.86%|
| 666|ayol        |         386|       1/666|       57.62|      328.38| 669.87%|
| 667|moliyaviy   |         385|       1/667|       57.54|      327.46| 669.14%|
| 668|rivojlanish |         384|       1/668|       57.45|      326.55| 668.40%|
| 669|prezidentining|         382|       1/669|       57.36|      324.64| 665.91%|
| 670|undan       |         380|       1/670|       57.28|      322.72| 663.42%|
| 671|tekshiruv   |         380|       1/671|       57.19|      322.81| 664.41%|
| 672|darajada    |         380|       1/672|       57.11|      322.89| 665.40%|
| 673|tadbirda    |         380|       1/673|       57.02|      322.98| 666.39%|
| 674|belgilandi  |         379|       1/674|       56.94|      322.06| 665.62%|
| 675|ruxsat      |         378|       1/675|       56.85|      321.15| 664.85%|
| 676|noqonuniy   |         378|       1/676|       56.77|      321.23| 665.84%|
| 677|tarqaldi    |         378|       1/677|       56.69|      321.31| 666.82%|
| 678|so`mlik     |         378|       1/678|       56.60|      321.40| 667.81%|
| 679|balki       |         378|       1/679|       56.52|      321.48| 668.79%|
| 680|ni          |         376|       1/680|       56.44|      319.56| 666.23%|
| 681|zarar       |         376|       1/681|       56.35|      319.65| 667.21%|
| 682|masalalar   |         375|       1/682|       56.27|      318.73| 666.41%|
| 683|kengaytirish|         374|       1/683|       56.19|      317.81| 665.61%|
| 684|choratadbirlari|         374|       1/684|       56.11|      317.89| 666.59%|
| 685|borib       |         374|       1/685|       56.02|      317.98| 667.56%|
| 686|mamlakatimiz|         374|       1/686|       55.94|      318.06| 668.54%|
| 687|islom       |         374|       1/687|       55.86|      318.14| 669.51%|
| 688|avvalroq    |         373|       1/688|       55.78|      317.22| 668.69%|
| 689|qilinishi   |         372|       1/689|       55.70|      316.30| 667.87%|
| 690|respublikasida|         372|       1/690|       55.62|      316.38| 668.84%|
| 691|so`mdan     |         370|       1/691|       55.54|      314.46| 666.21%|
| 692|sudi        |         370|       1/692|       55.46|      314.54| 667.17%|
| 693|aholining   |         367|       1/693|       55.38|      311.62| 662.72%|
| 694|boshqaruv   |         366|       1/694|       55.30|      310.70| 661.87%|
| 695|xabariga    |         366|       1/695|       55.22|      310.78| 662.82%|
| 696|mustahkamlash|         363|       1/696|       55.14|      307.86| 658.33%|
| 697|investisiya |         363|       1/697|       55.06|      307.94| 659.28%|
| 698|doza        |         363|       1/698|       54.98|      308.02| 660.22%|
| 699|etilishicha |         362|       1/699|       54.90|      307.10| 659.35%|
| 700|voyaga      |         361|       1/700|       54.82|      306.18| 658.47%|
| 701|bo`ylab     |         360|       1/701|       54.75|      305.25| 657.58%|
| 702|kutilmoqda  |         358|       1/702|       54.67|      303.33| 654.86%|
| 703|jismoniy    |         358|       1/703|       54.59|      303.41| 655.79%|
| 704|muxbiri     |         358|       1/704|       54.51|      303.49| 656.73%|
| 705|vaziyat     |         358|       1/705|       54.44|      303.56| 657.66%|
| 706|yo`nalishida|         358|       1/706|       54.36|      303.64| 658.59%|
| 707|aytib       |         358|       1/707|       54.28|      303.72| 659.53%|
| 708|qozog`iston |         358|       1/708|       54.20|      303.80| 660.46%|
| 709|kasallanish |         358|       1/709|       54.13|      303.87| 661.39%|
| 710|ekan        |         357|       1/710|       54.05|      302.95| 660.47%|
| 711|ta`kidlandi |         357|       1/711|       53.98|      303.02| 661.40%|
| 712|holatlari   |         357|       1/712|       53.90|      303.10| 662.33%|
| 713|qurish      |         357|       1/713|       53.82|      303.18| 663.26%|
| 714|oshirilayotgan|         357|       1/714|       53.75|      303.25| 664.19%|
| 715|ta`mirlash  |         356|       1/715|       53.67|      302.33| 663.26%|
| 716|texnik      |         356|       1/716|       53.60|      302.40| 664.19%|
| 717|kuchli      |         356|       1/717|       53.52|      302.48| 665.12%|
| 718|davlatlar   |         356|       1/718|       53.45|      302.55| 666.04%|
| 719|ma`lumotlarni|         355|       1/719|       53.38|      301.62| 665.10%|
| 720|komissiyasi |         355|       1/720|       53.30|      301.70| 666.02%|
| 721|dollari     |         355|       1/721|       53.23|      301.77| 666.95%|
| 722|joylarga    |         355|       1/722|       53.15|      301.85| 667.87%|
| 723|vazir       |         355|       1/723|       53.08|      301.92| 668.80%|
| 724|tili        |         355|       1/724|       53.01|      301.99| 669.72%|
| 725|maktabgacha |         354|       1/725|       52.93|      301.07| 668.76%|
| 726|qo`yish     |         353|       1/726|       52.86|      300.14| 667.79%|
| 727|instituti   |         353|       1/727|       52.79|      300.21| 668.71%|
| 728|mos         |         353|       1/728|       52.72|      300.28| 669.63%|
| 729|bois        |         352|       1/729|       52.64|      299.36| 668.65%|
| 730|besh        |         351|       1/730|       52.57|      298.43| 667.67%|
| 731|inobatga    |         351|       1/731|       52.50|      298.50| 668.58%|
| 732|viloyatining|         351|       1/732|       52.43|      298.57| 669.49%|
| 733|borilgan    |         350|       1/733|       52.36|      297.64| 668.50%|
| 734|etilishi    |         348|       1/734|       52.28|      295.72| 665.59%|
| 735|momaqaldiroq|         348|       1/735|       52.21|      295.79| 666.49%|
| 736|evropa      |         345|       1/736|       52.14|      292.86| 661.65%|
| 737|karantin    |         344|       1/737|       52.07|      291.93| 660.62%|
| 738|atrofida    |         344|       1/738|       52.00|      292.00| 661.52%|
| 739|yuz         |         344|       1/739|       51.93|      292.07| 662.42%|
| 740|navbatdagi  |         344|       1/740|       51.86|      292.14| 663.31%|
| 741|qat`iy      |         344|       1/741|       51.79|      292.21| 664.21%|
| 742|moddiy      |         343|       1/742|       51.72|      291.28| 663.17%|
| 743|innovasion  |         343|       1/743|       51.65|      291.35| 664.07%|
| 744|turmush     |         342|       1/744|       51.58|      290.42| 663.02%|
| 745|ozod        |         342|       1/745|       51.51|      290.49| 663.91%|
| 746|miqdorida   |         342|       1/746|       51.44|      290.56| 664.80%|
| 747|yo`lovchi   |         342|       1/747|       51.37|      290.63| 665.70%|
| 748|javobgarlik |         342|       1/748|       51.31|      290.69| 666.59%|
| 749|barpo       |         341|       1/749|       51.24|      289.76| 665.53%|
| 750|mablag`     |         341|       1/750|       51.17|      289.83| 666.41%|
| 751|mo`ljallangan|         340|       1/751|       51.10|      288.90| 665.35%|
| 752|qiymati     |         340|       1/752|       51.03|      288.97| 666.23%|
| 753|kelishi     |         339|       1/753|       50.97|      288.03| 665.16%|
| 754|mahsulotlari|         339|       1/754|       50.90|      288.10| 666.04%|
| 755|o`tkaziladi |         338|       1/755|       50.83|      287.17| 664.96%|
| 756|yog`adi     |         338|       1/756|       50.76|      287.24| 665.84%|
| 757|o`tish      |         335|       1/757|       50.70|      284.30| 660.80%|
| 758|mfy         |         335|       1/758|       50.63|      284.37| 661.67%|
| 759|ijobiy      |         335|       1/759|       50.56|      284.44| 662.55%|
| 760|marta       |         333|       1/760|       50.50|      282.50| 659.46%|
| 761|vazirligining|         333|       1/761|       50.43|      282.57| 660.33%|
| 762|kamida      |         333|       1/762|       50.36|      282.64| 661.19%|
| 763|hisobidan   |         332|       1/763|       50.30|      281.70| 660.07%|
| 764|kotibi      |         332|       1/764|       50.23|      281.77| 660.94%|
| 765|pandemiya   |         331|       1/765|       50.17|      280.83| 659.81%|
| 766|holatlar    |         331|       1/766|       50.10|      280.90| 660.67%|
| 767|migrasiyasi |         331|       1/767|       50.04|      280.96| 661.53%|
| 768|yhxb        |         331|       1/768|       49.97|      281.03| 662.40%|
| 769|qo`zg`atilib|         330|       1/769|       49.91|      280.09| 661.26%|
| 770|joyida      |         330|       1/770|       49.84|      280.16| 662.12%|
| 771|muntazam    |         329|       1/771|       49.78|      279.22| 660.97%|
| 772|telefon     |         329|       1/772|       49.71|      279.29| 661.82%|
| 773|o`rin       |         329|       1/773|       49.65|      279.35| 662.68%|
| 774|afg`oniston |         329|       1/774|       49.58|      279.42| 663.54%|
| 775|tadbirlar   |         328|       1/775|       49.52|      278.48| 662.38%|
| 776|aniqlash    |         327|       1/776|       49.45|      277.55| 661.21%|
| 777|vakili      |         326|       1/777|       49.39|      276.61| 660.04%|
| 778|metr        |         326|       1/778|       49.33|      276.67| 660.89%|
| 779|tasdiqlangan|         325|       1/779|       49.26|      275.74| 659.71%|
| 780|qirg`iziston|         324|       1/780|       49.20|      274.80| 658.52%|
| 781|xususiy     |         324|       1/781|       49.14|      274.86| 659.36%|
